uniqueID,UniqueLakeName,StudyID,Year,Month,Lat,Lon,LakeName,ChlValues,TP,TN,DOC,DO,LakeVolume,SurfaceArea,Depth.mean,Depth.max,Secchi,pH,HydroLAKES.Hylak_id,,Pro1,Pro2,Pro3,Pro4,Pro5,Pro6,Pro7,Pro8,Pro9,Pro10,Pro11,Pro12,Pro13,Pro14,Pro15,Pro16,Pro17,Population,Lake_area,Wshd_area,Buffer_size,Final_area,Country,NonHydroLakesWithAtLeastHalfWater,MostRecentMaxMonthOrMedianYear,Total_LU_Cells
newid003386,L0470,repo7,2012,,32.19814,-94.90857,169,0.0012,,,,,,0.3007,,,,,1064336,,0,0,0,0.010309278,0.041237113,0,0.020618557,0.577319588,0.237113402,0.113402062,0,0,0,0,0,0,0,678.3450928,0.24,23.2,2.18400437,19.72723387,United States of America,0,1,97
newid003387,L0471,repo7,2012,,32.23934,-101.3147,111,0.0127,,,,,,0.5675,,,,,1064299,,0,0,0,0,0,0,0.00729927,0,0.018248175,0.974452555,0,0,0,0,0,0,0,101.2827911,0.48,68.9,3.597449047,57.95503418,United States of America,0,1,274
newid003389,L0472,repo7,2007,,32.23766,-98.40515,72,0.0785,,,,,,0.0913,,,,,,,0,0,0,0,0,0,0,0,0,0.928571429,0,0.071428571,0,0,0,0,0,38.79496765,0.0913,,1,3.136548491,United States of America,0,1,28
newid003390,L0473,repo7,2007,,32.25404,-95.80077,2072,0.1058,,,,,,0.0438,,,,,,,0,0,0,0,0,0,0,0,0.444444444,0.555555556,0,0,0,0,0,0,0,249.378952,0.0438,,1,3.136548491,United States of America,0,1,27
newid003391,L0474,repo7,2012,,32.30923,-89.02381,125,0.2176,,,,,,0.0192,,,,,,,0,0,0,0.04,0.36,0,0,0.56,0,0.04,0,0,0,0,0,0,0,496.5422363,0.0192,,1,3.136548491,United States of America,0,1,25
newid003392,L0475,repo7,2012,,32.35134,-93.7704,154,0.25,,,,,,0.0539,,,,,,,0,0,0,0.076923077,0,0,0,0.884615385,0.038461538,0,0,0,0,0,0,0,0,504.7409668,0.0539,,1,3.136548491,United States of America,0,1,26
newid003393,L0476,repo7,2007,,32.35269,-86.49043,2091,0.0204,,,,,,53.2572,,,,,,,0.000978953,0.000489476,0,0.09822157,0.001631588,0,0,0.441507587,0.240332844,0.138195464,0.00391581,0.014847447,0.04845815,0.003752651,0,0,0.007668461,131423.3438,53.2572,,20.13331794,1271.401471,United States of America,0,1,6129
newid003395,L0477,repo7,2012,,32.35488,-93.39837,104,0.0162,,,,,,62.7601,,,,,9478,,0.004495248,0.014898536,0,0.021898279,0.202350372,0,0,0.556640123,0.046301053,0.062483946,0.008797842,0.043282815,0.016182892,0.005843822,0,6.42E-05,0.016760853,151181.8125,25.89,3772.5,27.56815123,3336.318096,United States of America,0,1,15572
newid003396,L0478,repo7,2007,,32.37834,-82.06485,594,0.0206,,,,,,0.0603,,,,,,,0,0,0,0,0,0,0,0.153846154,0.269230769,0.538461538,0,0.038461538,0,0,0,0,0,652.5916138,0.0603,,1,3.136548491,United States of America,0,1,26
newid003397,L0479,repo7,2012,,32.38133,-81.92933,114,0.0106,,,,,,0.08,,,,,,,0,0,0,0,0,0,0,0.64,0.2,0.12,0,0.04,0,0,0,0,0,153.9780579,0.08,,1,3.136548491,United States of America,0,1,25
newid003398,L0480,repo7,2012,,32.41495,-96.06099,187,0.0401,,,,,,0.2129,,,,,,,0,0,0,0,0,0,0,0,0.185185185,0.814814815,0,0,0,0,0,0,0,125.6541214,0.2129,,1,3.136548491,United States of America,0,1,27
newid003400,L0482,repo7,2007,,32.45275,-96.06121,1992,0.1044,,,,,,0.0487,,,,,,,0,0,0,0,0,0,0,0,0.230769231,0.769230769,0,0,0,0,0,0,0,141.0939331,0.0487,,1,3.136548491,United States of America,0,1,26
newid003401,L0483,repo7,2012,,32.4649,-96.20005,176,0.0212,,,,,,0.0351,,,,,,,0,0,0,0,0,0,0,0,0.038461538,0.961538462,0,0,0,0,0,0,0,57.35966492,0.0351,,1,3.136548491,United States of America,0,1,26
newid003402,L0484,repo7,2007,,32.47737,-81.83069,253,0.0325,,,,,,0.0766,,,,,,,0,0,0,0,0,0,0,0.916666667,0.041666667,0,0,0.041666667,0,0,0,0,0,598.7418823,0.0766,,1,3.136548491,United States of America,0,1,24
newid003403,L0485,repo7,2007,,32.48419,-83.65078,1839,0.0125,,,,,,0.9474,,,,,,,0,0,0,0.086956522,0,0,0,0.782608696,0.130434783,0,0,0,0,0,0,0,0,701.1976318,0.9474,,1,3.136548491,United States of America,0,1,23
newid003404,L0486,823,2008,1,32.49,111.49,Danjiangkou Reservoir,0.0928,0.1179,,,,,,,,,,,,0,0,0,0,0,0,0,0.64,0.32,0.04,0,0,0,0,0,0,0,1221.822754,,,1,3.136548491,China,0,1,25
newid003408,L0487,repo7,2012,,32.49254,-100.579,136,0.0299,,,,,,0.1208,,,,,,,0,0,0,0,0,0,0,0,0,0.8,0,0.2,0,0,0,0,0,2.840981245,0.1208,,1,3.136548491,United States of America,0,1,25
newid003409,L0488,repo7,2007,,32.51233,-87.85257,283,0.0099,,,,,,47.3148,,,,,,,0.001457992,0.003098232,0,0.195006379,0.120831055,0,0,0.456898123,0.137962457,0.054127939,0.000364498,0.012028431,0.008018954,0.006196464,0,0,0.004009477,12862.46777,47.3148,,19.02261475,1134.991035,United States of America,0,1,5487
newid003410,L0489,repo7,2007,,32.51555,-93.87023,328,0.1075,,,,,,33.5153,,,,,9473,,0.005518764,0.000735835,0,0.018027962,0.105960265,0,0,0.415746873,0.104856512,0.032744665,0.013980868,0.004782929,0.253863135,0,0,0,0.043782193,205699.8125,26.22,667.4,9.576410228,581.4119131,United States of America,0,1,2718
newid003411,L0490,repo7,2012,,32.53195,-87.85232,104,0.009,,,,,,47.3147,,,,,,,0.001641737,0.002736228,0,0.201021525,0.117475374,0,0,0.444545786,0.141919008,0.059649763,0.000547246,0.011856987,0.008026268,0.006019701,0,0,0.004560379,12499.11621,47.3147,,19.02259546,1134.988733,United States of America,0,1,5482
newid003413,L0492,repo7,2012,,32.58066,-93.2584,155,0.0053,,,,,,0.045,,,,,,,0,0,0,0,0,0,0,0.625,0,0.208333333,0,0,0.166666667,0,0,0,0,267.0488586,0.045,,1,3.136548491,United States of America,0,1,24
newid003416,L0494,repo7,2012,,32.59325,-98.31779,116,0.0047,,,,,,0.1387,,,,,,,0,0,0,0,0,0,0,0,0.12,0.88,0,0,0,0,0,0,0,18.33281326,0.1387,,1,3.136548491,United States of America,0,1,25
newid003417,L0495,repo7,2007,,32.60301,-84.81808,207,0.0072,,,,,,0.0739,,,,,,,0,0,0,0.038461538,0,0,0,0.961538462,0,0,0,0,0,0,0,0,0,605.7252197,0.0739,,1,3.136548491,United States of America,0,1,26
newid003418,L0496,558,2012,,32.6274333,120.0954139,Qinhu,0.017,0.0663,1.3,,,,,,,,,175195,,0.000459137,0,0,0,0,0,0,0,0.266758494,0.080808081,0.013774105,0.532598714,0.083562902,0.003673095,0,0,0.018365473,376643.6875,2.04,575.7,11.20596058,466.3978264,China,0,1,2178
newid003419,L0497,repo7,2012,,32.63886,-83.96722,107,0.1212,,,,,,0.0244,,,,,,,0,0,0,0,0,0,0,0.833333333,0.125,0.041666667,0,0,0,0,0,0,0,37.63860703,0.0244,,1,3.136548491,United States of America,0,1,24
newid003420,L0498,repo7,2012,,32.66272,-97.60996,128,0.0055,,,,,,0.432,,,,,1063768,,0,0,0,0,0,0,0.033898305,0,0,0.966101695,0,0,0,0,0,0,0,1141.207031,0.21,13.7,1.592772701,11.7846703,United States of America,0,1,59
newid003421,L0499,repo7,2007,,32.67018,-94.0772,1800,0.0436,,,,,,107.3783,,,,,,,0.01697479,0.001344538,0,0.030420168,0.186554622,0,0,0.619663866,0.031596639,0.032773109,0.006638655,0.041344538,0.003865546,0.000672269,0,0,0.028151261,64001.68359,107.3783,,28.18302609,2491.307018,United States of America,0,1,11900
newid003423,L0500,repo7,2012,,32.71169,-91.70226,106,0.044,,,,,,0.5012,,,,,1063695,,0,0.024390244,0,0,0,0,0,0.146341463,0.024390244,0.097560976,0,0.585365854,0,0.097560976,0,0,0.024390244,81.17635345,0.35,2.3,1,7.698651378,United States of America,0,1,41
newid003424,L0501,repo7,2007,,32.7146,-92.44502,4650,0.0261,,,,,,53.5119,,,,,,,0.000162338,0.000811688,0,0.068668831,0.225649351,0,0,0.636201299,0.019155844,0.010876623,0.006006494,0,0.001136364,0,0,0,0.031331169,21262.50977,53.5119,,20.17944466,1277.233869,United States of America,0,1,6160
newid003425,L0502,475,2014,,32.7163,35.56855,Kinneret,0.0176,,,,,,,,,2.9,,,,0,0,0,0,0,0,0,0,0.037037037,0.185185185,0.037037037,0.481481481,0.037037037,0,0,0,0.222222222,2573.699707,,,1,3.136548491,Israel,0,1,27
newid003427,L0503,1289,2010,,32.737583,-85.833231,Lake Martin,0.0028,,,,8.1,,,,,,,833,,0.002087465,0.000347911,0,0.4340883,0.011411474,0,0,0.489788818,0.016247434,0.01127231,0.015029746,0.005288244,0.002713704,0.000869777,0,3.48E-05,0.010820026,165262.7969,134.03,7731.3,30.38670393,6163.459253,United States of America,0,1,28743
newid003428,L0505,repo7,2007,,32.75599,-86.38311,1323,0.0154,,,,,,23.2222,,,,,,,0.000713012,0,0,0.395008913,0.011764706,0,0,0.517647059,0.031729055,0.017825312,0.001426025,0.000713012,0.000713012,0,0,0,0.022459893,8055.621094,23.2222,,13.52112758,573.4265897,United States of America,0,1,2805
newid003431,L0507,repo7,2012,,32.80637,-109.8624,140,0.0064,,,,,,0.059,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.06347942,0.059,,1,3.136548491,United States of America,0,1,25
newid003432,L0508,repo7,2012,,32.82543,-98.99079,124,0.0121,,,,,,60.509,,,,,9456,,0,0,0,0,0,0,0.000182832,0,0.008410275,0.980436969,0.001371241,0,0.002102569,0,0,0.004022306,0.003473809,10871.46094,43.15,2852.4,21.70717857,2343.461902,United States of America,0,1,10939
newid003434,L0509,repo7,2012,,32.82977,-96.72237,114,0.057,,,,,,4.2715,,,,,113558,,0,0,0,0.003929273,0,0,0.001964637,0,0.006876228,0.084479371,0.011787819,0,0.888998035,0,0,0.001964637,0,470208.0313,3.9,261.5,6.895329894,217.5065019,United States of America,0,1,1018
newid003435,L0510,411,2017,,32.83,119.33,Gaoyou,0.0009,0.08,0.74,,,,,,,,7.81,1416,,0.000180816,7.35E-06,0,0.002038959,0.002868067,0,1.47E-06,0.00470563,0.119415097,0.017505355,0.021139318,0.528391809,0.079935435,0.044933546,0,0.001647926,0.17722922,88274648,703.14,171466.1,193.8597958,146037.7874,China,0,1,680249
newid003436,L0511,repo7,2012,,32.84309,-94.04559,157,0.0245,,,,,,0.2166,,,,,,,0,0,0,0.115384615,0.192307692,0,0,0.692307692,0,0,0,0,0,0,0,0,0,91.12568665,0.2166,,1,3.136548491,United States of America,0,1,26
newid003437,L0512,repo7,2012,,32.84772,-96.88723,160,0.0605,,,,,,0.2461,,,,,1063556,,0.000293834,0,0,0.002140788,0.000377786,0,8.40E-05,0.000125929,0.015657138,0.37870965,0.016832473,0.010242203,0.546194854,0,0,0.005540864,0.023800529,5242652,0.23,6645.4,40.07082111,5111.06276,United States of America,0,1,23823
newid003438,L0513,repo7,2012,,32.92325,-90.01237,119,0.023,,,,,,0.0852,,,,,,,0,0,0,0.038461538,0,0,0,0.269230769,0.230769231,0.423076923,0,0.038461538,0,0,0,0,0,38.34206772,0.0852,,1,3.136548491,United States of America,0,1,26
newid003439,L0514,repo7,2012,,32.93373,-80.42376,127,0.0109,,,,,,0.3497,,,,,1063433,,0,0,0,0.085714286,0.314285714,0,0,0.485714286,0,0,0,0.057142857,0.028571429,0,0,0,0.028571429,343.7886353,0.24,3.2,1,6.373624045,United States of America,0,1,35
newid003443,L0516,repo7,2007,,33.00711,-107.2748,15,0.0168,,,,,,1.7399,,,,,9453,,0.000329281,0,0,0,0,0.010728518,0.564821348,0.010503397,0.065661351,0.313431983,8.74E-05,0.006521783,0.005335699,0,0.003847214,0.018530465,0.000201601,523672.5,28.27,80216.7,137.052652,63883.30768,United States of America,0,1,297618
newid003444,L0517,repo7,2012,,33.02562,-114.5073,123,0.2538,,,,,,0.1887,,,,,,,0,0,0,0,0,0,0.307692308,0,0.038461538,0.461538462,0,0,0,0,0,0.192307692,0,0.030464292,0.1887,,1,3.136548491,United States of America,0,1,26
newid003445,L0518,repo7,2012,,33.0358,-79.98166,102,0.0362,,,,,,0.1471,,,,,,,0.166666667,0,0,0.041666667,0.541666667,0,0,0.25,0,0,0,0,0,0,0,0,0,32.62308884,0.1471,,1,3.136548491,United States of America,0,1,24
newid003448,L0520,repo7,2007,,33.06586,-96.98715,792,0.0302,,,,,,87.8307,,,,,,,0,0,0,0.003353659,0,0,0,0,0.003861789,0.418699187,0.024898374,0.038211382,0.47754065,0,0,0.004776423,0.028658537,1811280.125,87.8307,,25.59342038,2054.511925,United States of America,0,1,9840
newid003449,L0521,repo7,2012,,33.06602,-95.73886,117,0.1448,,,,,,0.1471,,,,,,,0,0,0,0,0,0,0,0,0.72,0.28,0,0,0,0,0,0,0,15.95554161,0.1471,,1,3.136548491,United States of America,0,1,25
newid003451,L0522,repo7,2007,,33.07333,-115.5092,173,0.0704,,,,,,0.2104,,,,,,,0,0,0,0,0,0,0,0,0.038461538,0.115384615,0,0.769230769,0,0,0,0,0.076923077,11.92652702,0.2104,,1,3.136548491,United States of America,0,1,26
newid003452,L0523,repo7,2012,,33.07517,-92.66055,105,0.0124,,,,,,0.073,,,,,,,0,0,0,0,0.307692308,0,0,0.692307692,0,0,0,0,0,0,0,0,0,36.60289383,0.073,,1,3.136548491,United States of America,0,1,26
newid003454,L0524,repo7,2012,,33.07944,-115.5126,106,0.176,,,,,,0.6279,,,,,1063256,,0,0,0,0,0,0,0.062127062,0,0.0004914,0.024289224,0,0.415233415,0.010881011,7.02E-05,0,0.367567568,0.119340119,75768.05469,0.63,3865.5,30.68498151,3052.897957,United States of America,0,1,14245
newid003456,L0526,repo7,2007,,33.0978,-86.48006,395,0.0304,,,,,,47.6835,,,,,9451,,0.004634678,0.001556252,0,0.354927754,0.032431389,0,0,0.503782715,0.039656034,0.021753453,0.007315522,0.001715285,0.027149218,0.000204471,0,1.14E-05,0.004861868,1355657.625,32.39,23518.4,69.0449155,18872.93537,United States of America,0,1,88032
newid003458,L0527,repo7,2012,,33.13666,-90.3633,104,0.0341,,,,,,0.7748,,,,,1063192,,0,0.02173913,0,0.02173913,0,0,0,0.152173913,0.02173913,0.086956522,0,0.652173913,0,0.043478261,0,0,0,14.14263153,0.56,3.6,1,8.806926351,United States of America,0,1,46
newid003459,L0528,repo7,2007,,33.15857,-107.2214,1295,0.0261,,,,,,0.112,,,,,,,0,0,0,0,0,0,0.333333333,0,0.037037037,0.592592593,0,0,0.037037037,0,0,0,0,195.0783386,0.112,,1,3.136548491,United States of America,0,1,27
newid003460,L0529,repo7,2012,,33.15978,-117.046,172,0.0008,,,,,,0.2561,,,,,1063144,,0,0,0,0,0,0.272727273,0,0,0.340909091,0.045454545,0,0,0.204545455,0,0,0,0.136363636,13223.2207,0.18,9.5,1.269760808,8.102992537,United States of America,0,1,44
newid003461,L0530,repo7,2012,,33.17064,-95.09152,232,0.012,,,,,,0.0208,,,,,,,0,0,0,0,0,0,0,0.115384615,0.384615385,0.384615385,0,0.115384615,0,0,0,0,0,117.3968201,0.0208,,1,3.136548491,United States of America,0,1,26
newid003463,L0531,repo7,2012,,33.23503,-116.7521,102,0.099,,,,,,7.3102,,,,,113429,,0.006934126,0,0,0,0,0.136701337,0.022288262,0.04210005,0.378405151,0.406141654,0.000495295,0,0,0,0,0.003467063,0.003467063,1437.375,4.03,531.7,10.40673008,431.997546,United States of America,0,1,2019
newid003464,L0532,repo7,2007,,33.24998,-94.33242,X:30,0.0801,,,,,,119.3646,,,,,,,0.002811978,0.000455996,0,0.060495516,0.180498556,0,0,0.514515884,0.155494756,0.041115671,0.006459948,0,0.006915945,0,0,0,0.03123575,73477.54688,119.3646,,29.65049495,2757.502411,United States of America,0,1,13158
newid003465,L0533,repo7,2012,,33.2691,-87.42056,101,0.018,,,,,,13.0187,,,,,,,0.005497862,0,0,0.149053146,0.072083079,0,0,0.706780696,0.004886988,0.014050092,0.003054368,0,0.023824068,0,0,0,0.020769701,33142.68359,13.0187,,10.24375748,329.1323587,United States of America,0,1,1637
newid003467,L0534,repo7,2012,,33.27274,-98.15311,148,0.0056,,,,,,0.2021,,,,,1062991,,0,0,0,0,0,0,0.071428571,0,0,0.928571429,0,0,0,0,0,0,0,4.59089756,0.13,4.1,1,4.86020142,United States of America,0,1,28
newid003468,L0535,repo7,2007,,33.28828,-87.14105,843,0.0026,,,,,,0.4274,,,,,1062966,,0,0.014084507,0,0.112676056,0,0,0,0.802816901,0.014084507,0.042253521,0,0.014084507,0,0,0,0,0,3847.632324,0.43,15.4,1.563932242,13.51820702,United States of America,0,1,71
newid003469,L0536,108,2013,8,33.2914101,118.7198004,Hongze Lake,0.0362,0.24,1.67,,7.39,,,,,0.1,9.05,145,,4.87E-06,0,0,0.002124714,0.000813202,0,3.25E-06,0.001042067,0.0780041,0.01708536,0.017995952,0.702650455,0.071209561,0.027981619,0,0.001077777,0.080007077,80338416,1374.36,165046.9,176.0884439,132184.4196,China,0,1,616083
newid003473,L0537,repo7,2007,,33.29231,-84.47502,1039,0.1253,,,,,,0.168,,,,,,,0,0,0,0.076923077,0,0,0,0.884615385,0.038461538,0,0,0,0,0,0,0,0,426.6854553,0.168,,1,3.136548491,United States of America,0,1,26
newid003475,L0538,repo7,2012,,33.29982,-81.89739,102,0.0584,,,,,,0.0501,,,,,,,0,0,0,0.615384615,0.384615385,0,0,0,0,0,0,0,0,0,0,0,0,37.31621933,0.0501,,1,3.136548491,United States of America,0,1,26
newid003476,L0540,repo7,2007,,33.32111,-85.81491,1871,0.0031,,,,,,0.2242,,,,,,,0,0,0,0.962962963,0,0,0,0.037037037,0,0,0,0,0,0,0,0,0,39.335392,0.2242,,1,3.136548491,United States of America,0,1,27
newid003477,L0541,repo7,2012,,33.36433,-88.16674,112,0.0094,,,,,,0.0556,,,,,,,0,0,0,0.153846154,0.538461538,0,0,0.307692308,0,0,0,0,0,0,0,0,0,16.50400543,0.0556,,1,3.136548491,United States of America,0,1,26
newid003478,L0542,793,2014,,33.3667,43.35,Al-Habbaniyah Lake,0.0388,,,,8.8565,,462,,,,8.005,,,0,0,0,0,0,0,0,0,0.001848934,0.109843471,0.000378191,0.026557411,0.014581364,0,0,0.752726127,0.094064503,966262.1875,462,,56.74859713,10100.95104,Iraq,0,1,47595
newid003479,L0543,repo7,2012,,33.37347,-84.28451,112,0.0066,,,,,,0.0508,,,,,,,0,0,0,0,0,0,0,0.846153846,0.153846154,0,0,0,0,0,0,0,0,2581.931885,0.0508,,1,3.136548491,United States of America,0,1,26
newid003481,L0544,repo7,2007,,33.37648,-111.9196,770,0.0068,,,,,,0.1495,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15108.50977,0.1495,,1,3.136548491,United States of America,0,1,27
newid003482,L0545,repo7,2012,,33.38267,-111.8805,118,0.0013,,,,,,0.0801,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13787.91797,0.0801,,1,3.136548491,United States of America,0,1,27
newid003484,L0546,repo7,2012,,33.3894,-114.7147,106,0.0052,,,,,,0.5501,,,,,,,0,0,0,0,0,0,0,0,0.153846154,0.076923077,0,0.769230769,0,0,0,0,0,1.509337187,0.5501,,1,3.136548491,United States of America,0,1,26
newid003486,L0548,repo7,2007,,33.45374,-87.35442,2187,0.015,,,,,,22.5265,,,,,,,0.00952381,0,0,0.247985348,0.383882784,0,0,0.33992674,0.000732601,0.001831502,0.0003663,0,0.001465201,0,0,0,0.014285714,1425.741577,22.5265,,13.32529656,556.9366171,United States of America,0,1,2730
newid003487,L0549,repo7,2012,,33.46428,-80.39027,118,0.0128,,,,,,356.1405,,,,,828,,0.020352314,0.028812174,0,0.12441129,0.107498328,0,0,0.497895171,0.057462177,0.021298305,0.018277892,0.028663518,0.024217362,0.008878798,0,5.41E-05,0.062178617,1927410.875,223.33,38209.6,88.67932776,31731.00431,United States of America,0,1,147993
newid003488,L0550,repo7,2007,,33.46835,-86.64445,651,0.013,,,,,,3.942,,,,,113349,,0,0.002057613,0,0.413580247,0.047325103,0,0,0.427983539,0.041152263,0.00617284,0,0.002057613,0.059670782,0,0,0,0,28320.51172,3,116,4.074007912,101.8471229,United States of America,0,1,486
newid003489,L0551,repo7,2007,,33.49585,-96.95937,2776,0.0139,,,,,,0.1197,,,,,,,0,0,0,0,0,0,0,0,0,0.857142857,0.142857143,0,0,0,0,0,0,37.91127014,0.1197,,1,3.136548491,United States of America,0,1,28
newid003490,L0552,repo7,2012,,33.51895,-94.12343,195,0.0427,,,,,,0.1709,,,,,,,0,0,0,0,0,0,0,0.541666667,0.208333333,0.166666667,0,0,0,0.083333333,0,0,0,141.2270203,0.1709,,1,3.136548491,United States of America,0,1,24
newid003491,L0553,repo7,2012,,33.54535,-86.19018,103,0.032,,,,,,103.6326,,,,,9428,,0.003773733,1.31E-05,0,0.355174845,0.025658771,0,0,0.46986237,0.087161474,0.017667337,0.003956543,0.001566948,0.033140947,0.001371079,0,1.31E-05,0.000639837,1361111.5,55.76,20143.6,61.18338113,16421.31443,United States of America,0,1,76582
newid003492,L0554,repo7,2007,,33.55658,-111.5104,834,0.008,,,,,,3.7349,,,,,,,0,0,0,0,0,0.005714286,0.811428571,0,0.007619048,0.15047619,0,0,0,0,0,0.024761905,0,25.67601585,3.7349,,5.627941894,99.34618989,United States of America,0,1,525
newid003493,L0555,repo7,2007,,33.55681,-86.14385,2955,0.033,,,,,,103.6072,,,,,,,0.004696061,0,0,0.352813288,0.027306722,0,0,0.503522045,0.046786677,0.040177407,0.012522828,0.002782851,0.00808766,8.70E-05,0,0,0.001217497,106874.5469,103.6072,,27.70385901,2407.312898,United States of America,0,1,11499
newid003495,L0556,repo7,2012,,33.56372,-111.5173,101,0.0068,,,,,,3.7349,,,,,113313,,0.003024679,0,0,0,0,0.003419949,0.469512614,0.008988108,0.192307692,0.148913865,0.000274971,0.020829037,0.14138654,0,0,0.009108407,0.002234138,3414806.5,4.1,15999,60.96878393,12474.72378,United States of America,0,1,58188
newid003510,L0559,repo7,2012,,33.57337,-81.88217,108,0.0115,,,,,,0.0675,,,,,,,0,0,0,0.115384615,0.076923077,0,0,0.807692308,0,0,0,0,0,0,0,0,0,347.3002625,0.0675,,1,3.136548491,United States of America,0,1,26
newid003511,L0560,repo7,2007,,33.58147,-111.2821,1602,0.0042,,,,,,8.8714,,,,,113303,,0.005089325,0,0,0,0,0.004740741,0.422640523,0.018056645,0.321359477,0.13620915,0.000278867,0.014936819,0.066718954,0,0,0.007703704,0.002265795,1617475,9,15294.9,57.63239986,12297.56711,United States of America,0,1,57375
newid003512,L0561,repo7,2007,,33.58413,-84.20753,223,0.0414,,,,,,0.2758,,,,,1062548,,0,0.018867925,0,0.018867925,0,0,0,0.773584906,0.018867925,0.056603774,0,0.018867925,0.094339623,0,0,0,0,7923.164551,0.25,12.5,1.433635118,10.32346264,United States of America,0,1,53
newid003513,L0562,repo7,2012,,33.59295,-88.51207,112,0.0064,,,,,,0.0296,,,,,,,0,0,0,0.416666667,0.041666667,0,0,0.541666667,0,0,0,0,0,0,0,0,0,178.063324,0.0296,,1,3.136548491,United States of America,0,1,24
newid003514,L0563,repo7,2007,,33.6693,-97.58547,1496,0.013,,,,,,0.049,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.593098164,0.049,,1,3.136548491,United States of America,0,1,26
newid003515,L0564,repo7,2012,,33.67972,-81.33895,112,0.0066,,,,,,0.0831,,,,,,,0,0,0,0,0,0,0,0.84,0.16,0,0,0,0,0,0,0,0,95.5005188,0.0831,,1,3.136548491,United States of America,0,1,25
newid003517,L0565,repo7,2007,,33.72025,-94.00429,1288,0.0452,,,,,,104.8848,,,,,,,0.015811635,8.59E-05,0,0.069863367,0.162842657,0,0,0.359886569,0.179255822,0.082495489,0.007819885,0.073558477,0.004124774,0.005327834,0,8.59E-05,0.038841626,32476.22461,104.8848,,27.86719593,2435.782736,United States of America,0,1,11637
newid003518,L0566,repo7,2007,,33.73044,-96.7758,1368,0.0322,,,,,,0.1093,,,,,,,0,0,0,0,0,0,0,0,0,0.923076923,0.076923077,0,0,0,0,0,0,11.47409439,0.1093,,1,3.136548491,United States of America,0,1,26
newid003519,L0567,repo7,2007,,33.73939,-99.232,244,0.006,,,,,,61.4098,,,,,,,0,0,0,0,0,0,0.000142288,0,0.000284576,0.913915766,0.001992032,0.066163916,0.002276608,0,0,0.007825839,0.007398976,3328.675049,61.4098,,21.55689952,1457.553823,United States of America,0,1,7028
newid003520,L0568,repo7,2007,,33.74733,-117.4402,885,0.023,,,,,,0.2673,,,,,1062341,,0.012669343,0,0,0,0.000501756,0.288635223,0.070998495,0.010787757,0.044154541,0.321500251,0.000250878,0.001630707,0.236076267,0,0,0.006397391,0.006397391,939326.125,0.16,2141.9,23.024709,1707.042736,United States of America,0,1,7972
newid003521,L0570,repo7,2012,,33.80183,-117.8133,168,0.111,,,,,,0.701,,,,,1062282,,0,0,0,0,0,0.041420118,0.001183432,0,0.018934911,0.079289941,0,0,0.852071006,0,0,0,0.007100592,384139.9063,0.55,225.9,7.033623057,180.6122398,United States of America,0,1,845
newid003522,L0571,repo7,2012,,33.81787,-94.06009,109,0.0103,,,,,,0.0415,,,,,,,0,0,0,0,0,0,0,0.260869565,0.652173913,0.086956522,0,0,0,0,0,0,0,40.46740723,0.0415,,1,3.136548491,United States of America,0,1,23
newid003523,L0572,repo7,2012,,33.82991,-109.0883,145,0.0392,,,,,,0.4845,,,,,1062261,,0,0,0,0,0,0.002506266,0,0.263157895,0.481203008,0.233082707,0,0,0.005012531,0,0,0,0.015037594,360.7875671,0.51,101.8,4.563499713,84.22474056,United States of America,0,1,399
newid003524,L0573,repo7,2007,,33.84097,-81.67207,297,0.0141,,,,,,0.0404,,,,,,,0,0,0,0,0,0,0,0.346153846,0.384615385,0.115384615,0,0.153846154,0,0,0,0,0,279.1663818,0.0404,,1,3.136548491,United States of America,0,1,26
newid003525,L0574,repo7,2007,,33.84157,-97.25083,3032,0.0449,,,,,,0.0428,,,,,,,0,0,0,0,0,0,0,0,0.111111111,0.851851852,0,0.037037037,0,0,0,0,0,4.497970581,0.0428,,1,3.136548491,United States of America,0,1,27
newid003527,L0575,repo7,2012,,33.84633,-111.6189,130,0.0086,,,,,,6.227,,,,,113258,,0.002314815,0,0,0,0,0.002745478,0.375197387,0.01193296,0.322656474,0.155020815,0.000287109,0.004252799,0.11794789,0,0,0.00525768,0.002386592,2673587,4.63,15117.8,58.62457363,11950.22234,United States of America,0,1,55728
newid003529,L0577,repo7,2007,,33.85862,-90.5421,508,0.028,,,,,,0.1537,,,,,1062226,,0,0.033333333,0,0,0,0,0,0,0.033333333,0.1,0,0.833333333,0,0,0,0,0,42.79895782,0.2,0.9,1,5.455117453,United States of America,0,1,30
newid003530,L0578,repo7,2012,,33.88175,-85.93198,114,0.0175,,,,,,0.181,,,,,1062200,,0,0.03030303,0,0,0,0,0,0.484848485,0.242424242,0.212121212,0,0.03030303,0,0,0,0,0,420.9076538,0.2,3.6,1,5.565936252,United States of America,0,1,33
